订单号,订单日期,顾客姓名,订单等级,订单数量,销售额,折扣点,运输方式,利润额,单价,运输成本,区域,省份,城市,产品类别,产品子类别,产品名称,产品包箱,运送日期
43782,2014/11/13,张宇华,中级,27,194.35,0,火车,30.8805,6.75,2.99,华北,北京,北京 ,办公用品,夹子及其配件 ,Belkin 5 Outlet SurgeMaster? Power Centers,小型箱子,2014/11/15
43808,2015/1/6,张宇华,低级,16,108.73,0.04,火车,-22.21,6.24,5.22,华北,北京,北京 ,家具产品,办公装饰品,Microsoft Natural Multimedia Keyboard,小型箱子,2015/1/13
43813,2013/7/21,张宇华,其它,23,384.21,0.04,火车,-266.22,15.51,17.78,华北,天津,天津 ,办公用品,容器，箱子,Xerox 1968,小型箱子,2013/7/23
43814,2015/1/9,张宇华,中级,40,197.1,0.09,火车,-12.88,5.28,2.99,华北,北京,北京 ,办公用品,夹子及其配件 ,T61,小型箱子,2015/1/10
43814,2015/1/9,张宇华,中级,47,199.48,0.03,火车,13.8,4.2,2.26,华北,北京,北京 ,办公用品,纸张,3M Office Air Cleaner,打包纸袋,2015/1/10
43815,2016/6/13,张宇华,其它,40,635.59,0.07,火车,202.827,16.51,2.99,华北,天津,天津 ,办公用品,夹子及其配件 ,"Acco Clips to Go? Binder Clips, 24 Clips in Two Sizes",小型箱子,2016/6/14
43815,2016/6/13,姜海洋,其它,22,1251.4,0.01,火车,539.45,55.48,6.79,华北,北京,北京 ,办公用品,纸张,Eldon? Gobal File Keepers,小型箱子,2016/6/14
43815,2016/6/13,庄梦霞,其它,45,3577.81,0.03,火车,-1097.97,78.8,35,西北,宁夏,固原,办公用品,容器，箱子,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,大型箱子,2016/6/14
43844,2014/10/31,邱梦霞,高级,25,1009.868,0.02,火车,170.568,45.99,4.99,西北,甘肃,张掖,技术产品,电话通信产品,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",小型箱子,2014/10/31
43846,2013/2/26,邱梦霞,高级,9,31.36,0.1,火车,-8.28,3.6,2.2,西北,新疆,克拉玛依,办公用品,纸张,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",打包纸袋,2013/2/27
43874,2016/6/10,林芳,高级,46,153.28,0.09,火车,-161.21,3.28,5,西北,甘肃,张掖,办公用品,笔、美术用品,Wilson Jones DublLock? D-Ring Binders,打包纸袋,2016/6/11
43875,2015/12/7,邱景涛,中级,24,382.19,0.03,空运,11.39,14.42,6.75,西北,宁夏,固原,办公用品,家用电器,Eldon Expressions Mahogany Wood Desk Collection,中型箱子,2015/12/10
43875,2015/12/7,杨青烦,中级,17,2573.92,0.07,大卡,117.23,150.98,143.71,西北,甘肃,张掖,家具产品,椅子,"Tenex File Box, Personal Filing Tote with Lid, Black",巨型木箱,2015/12/9
43875,2015/12/7,鲁菁菁,中级,40,727.64,0.01,火车,27.64,17.98,8.51,西北,青海,西宁,技术产品,办公机器,Wilson Jones 1" Hanging DublLock? Ring Binders,中型箱子,2015/12/9
43875,2015/12/7,鲁菁菁,中级,16,2795.004,0.02,火车,311.094,195.99,8.99,西北,甘肃,张掖,技术产品,电话通信产品,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",小型箱子,2015/12/8
43875,2015/12/7,胡昆,中级,25,2564.5775,0.07,火车,331.29,125.99,7.69,西北,甘肃,张掖,技术产品,电话通信产品,JM Magazine Binder,小型箱子,2015/12/9
43877,2014/3/15,胡昆,低级,36,580.04,0.09,空运,-31.86,16.91,6.25,西北,甘肃,张掖,办公用品,容器，箱子,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",小型箱子,2014/3/15
43904,2014/5/1,胡昆,其它,43,413.83,0.08,火车,111.74,10.01,1.99,西北,青海,西宁,技术产品,电脑配件,Space Solutions? Industrial Galvanized Steel Shelving.,小型包裹,2014/5/3
43904,2014/5/1,唐丽娜,其它,30,3339.65,0.01,火车,788.508,125.99,7.69,西北,甘肃,张掖,技术产品,电话通信产品,KF 788,小型箱子,2014/5/2
43906,2016/2/8,陈鹏华,高级,50,3601.07,0.04,火车,174.8,73.98,14.52,东北,吉林,白城,技术产品,电脑配件,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",小型箱子,2016/2/9
43907,2016/7/18,周华,中级,42,1392.77,0,大卡,-1981.551,31.76,45.51,华东,浙江,台州,家具产品,桌子,Newell 35,巨型纸箱,2016/7/20
43909,2013/1/7,赵子武,高级,46,737.25,0.08,火车,-199.134,15.99,13.18,华东,浙江,台州,办公用品,夹子及其配件 ,Holmes Odor Grabber,小型箱子,2013/1/8
43911,2013/1/14,赵子武,中级,29,577.89,0.06,火车,-53.89,19.99,11.17,华东,浙江,台州,家具产品,办公装饰品,"Global Airflow Leather Mesh Back Chair, Black",大型箱子,2013/1/14
43911,2013/1/14,赵子武,中级,36,9920.85,0,大卡,2685.19,264.98,17.86,华东,浙江,台州,技术产品,办公机器,Canon P1-DHIII Palm Printing Calculator,巨型木箱,2013/1/15
43911,2013/1/14,赵子武,中级,23,7484.31,0.06,大卡,1278.45,320.98,58.95,华东,浙江,台州,家具产品,椅子,A1228,巨型木箱,2013/1/16
43936,2014/3/13,赵子武,中级,42,670.65,0.08,火车,41.66,15.94,5.45,华东,山东,济宁,办公用品,笔、美术用品,Timeport L7089,小型包裹,2014/3/14
43940,2014/2/21,周毅,中级,12,1940.21,0.09,火车,-215.336,200.99,4.2,华东,浙江,台州,技术产品,电话通信产品,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",小型箱子,2014/2/22
43940,2014/2/21,张凤,中级,44,1717.21,0.08,火车,176.13,40.97,8.99,华东,安徽,黄山,办公用品,笔、美术用品,TDK 4.7GB DVD-R,小型包裹,2014/2/22
43972,2014/3/16,张凤,低级,12,714.391,0,火车,-62.326,65.99,8.99,华东,上海,上海,技术产品,电话通信产品,Timeport L7089,小型箱子,2014/3/18
43974,2013/9/16,周楠,其它,8,64.23,0.03,火车,15.83,7.64,1.39,华东,Jiangsu,南通,办公用品,信封,Keytronic French Keyboard,小型箱子,2013/9/17
44000,2016/10/4,楼永飞,其它,18,85.03,0.05,火车,-75.31,4.28,6.72,华南,湖南,岳阳,办公用品,纸张,Hon iLevel? Computer Training Table,小型箱子,2016/10/4
44000,2016/10/4,余快 ,其它,17,119.51,0.06,火车,-51.3015,7.1,6.05,华南,广东,梅州,办公用品,夹子及其配件 ,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",小型箱子,2016/10/4
44000,2016/10/4,李晓冬,其它,19,332.38,0.05,火车,89.95,17.78,5.03,华南,广东,梅州,家具产品,办公装饰品,Telescoping Adjustable Floor Lamp,小型箱子,2016/10/5
44000,2016/10/4,李晓冬,其它,15,502.8,0,火车,-19.1,30.98,19.51,华南,河南,安阳,办公用品,信封,Panasonic KX-P1131 Dot Matrix Printer,小型箱子,2016/10/4
44002,2013/2/7,李晓冬,中级,46,320.93,0.05,火车,-66.48,6.68,5.66,华南,广东,梅州,办公用品,纸张,Hon 4070 Series Pagoda? Round Back Stacking Chairs,小型箱子,2013/2/9
44002,2013/2/7, 周游,中级,14,261.85,0.03,火车,-52.33,17.7,9.47,华南,广东,梅州,办公用品,容器，箱子,Boston 16701 Slimline Battery Pencil Sharpener,小型箱子,2013/2/7
44003,2015/11/17,齐千郡,低级,38,202.42,0.09,火车,0.8585,5.34,2.99,华南,广东,梅州,办公用品,夹子及其配件 ,2160i,小型箱子,2015/11/21
44005,2014/9/3,齐千郡,中级,7,733.36,0.02,火车,-270.48,99.99,19.99,华南,广东,清远,技术产品,电脑配件,Sanford 52201 APSCO Electric Pencil Sharpener,小型箱子,2014/9/4
44007,2015/5/30,毛新平,中级,50,281.81,0.07,火车,42.45,5.98,0.96,华南,广东,清远,办公用品,笔、美术用品,8260,打包纸袋,2015/5/30
44033,2016/1/10,郑帅,中级,45,5811.97,0.03,大卡,-434.148,124.49,51.94,华南,广东,清远,家具产品,桌子,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,巨型纸箱,2016/1/12
44036,2016/1/11,高云安,高级,40,250.13,0.01,空运,61.97,5.84,1.2,华南,广东,清远,办公用品,笔、美术用品,Xerox 1927,打包纸袋,2016/1/13
44037,2016/6/28,高云安,高级,39,835.55,0.07,火车,326.43,22.23,5.08,华南,湖南,常德,家具产品,办公装饰品,"Wilson Jones Hanging View Binder, White, 1""",小型包裹,2016/6/30
44037,2016/6/28,高云安,高级,38,1799.6115,0.07,火车,557.595,55.99,1.25,华南,广东,清远,技术产品,电话通信产品,Seth Thomas 13 1/2" Wall Clock,小型包裹,2016/6/30
44064,2014/3/3,高云安,中级,43,468.48,0.07,空运,-213.49,11.34,11.25,华南,湖北,孝感,办公用品,纸张,Staples Colored Interoffice Envelopes,小型箱子,2014/3/5
44064,2014/3/3,姜昆明,中级,23,284.14,0.05,火车,-104.18,11.66,8.99,华南,广东,清远,办公用品,笔、美术用品,Xerox 1923,小型包裹,2014/3/6
44065,2014/7/3,姜昆明,低级,23,1914.16,0.01,大卡,128.43,80.97,33.6,华南,广东,清远,技术产品,办公机器,Portfile? Personal File Boxes,巨型木箱,2014/7/10
44069,2013/1/2,翁瑞光,中级,16,137.63,0.09,空运,26.71,9.11,2.15,华南,广东,清远,办公用品,纸张,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,打包纸袋,2013/1/4
44069,2013/1/2,李逸辉,中级,43,614.8,0.08,火车,247.79,15.04,1.97,华南,广东,清远,办公用品,纸张,US Robotics 56K V.92 External Faxmodem,打包纸袋,2013/1/2
44071,2016/4/15,罗静,其它,19,110.67,0.08,火车,-43.746,5.99,4.92,华南,湖北,孝感,办公用品,夹子及其配件 ,Newell 315,小型箱子,2016/4/16
44071,2016/4/15,唐建,其它,20,1163.123,0,火车,83.835,65.99,8.99,华南,广东,清远,技术产品,电话通信产品,Bevis 36 x 72 Conference Tables,小型箱子,2016/4/16
44098,2014/1/27,胡大鹏,低级,1,5.06,0.01,火车,-2.64,3.14,1.92,华南,湖北,孝感,办公用品,剪刀，尺子，锯,Newell 312,打包纸袋,2014/1/31
44099,2016/3/12,郑则强,中级,34,11823.52,0.1,火车,4592.737,367.99,19.99,华南,海南,三沙,办公用品,夹子及其配件 ,Executive Impressions 14",小型箱子,2016/3/14
44099,2016/3/12,郑则强,中级,19,80.81,0.1,火车,-67.459,4.24,5.41,东北,辽宁,辽阳,办公用品,夹子及其配件 ,Accessory2,小型箱子,2016/3/14
44133,2014/1/6,陈华,高级,35,181.15,0.06,火车,-46.68,5.28,3.96,东北,黑龙江,牡丹江,家具产品,办公装饰品,Staples 1 Part Blank Computer Paper,打包纸袋,2014/1/7
44134,2013/10/30,陈华,高级,35,620.02,0.05,火车,50.04,17.67,8.99,西南,四川,眉山,家具产品,办公装饰品,Boston 16765 Mini Stand Up Battery Pencil Sharpener,小型包裹,2013/11/1
44162,2014/3/19,赵金龙,高级,46,507.64,0.04,火车,42.76,10.98,3.37,华南,广西,钦州,办公用品,剪刀，尺子，锯,Lexmark Z25 Color Inkjet Printer,小型包裹,2014/3/20
44167,2016/1/30,李鹏晨,中级,23,3194.05,0.08,火车,608.52,142.86,19.99,华东,山东,济宁,办公用品,容器，箱子,"Black Print Carbonless Snap-Off? Rapid Letter, 8 1/2"" x 7""",小型箱子,2016/1/31
44196,2013/8/22,李鹏晨,其它,12,653.786,0.09,火车,-83.468,65.99,5.31,华东,浙江,台州,技术产品,电话通信产品,White GlueTop Scratch Pads,小型箱子,2013/8/23
44196,2013/8/22,刘骅,其它,10,56.91,0.01,火车,7.5,5.18,2.04,华东,山东,聊城,办公用品,纸张,"DXL? Angle-View Binders with Locking Rings, Black",打包纸袋,2013/8/24
44197,2013/1/20,刘骅,高级,27,3970.33,0.02,大卡,-229.79,140.98,53.48,华南,广东,清远,家具产品,书架,8260,巨型纸箱,2013/1/23
44198,2015/1/4,李栋亮,中级,35,625.9485,0.04,空运,-87.021,20.99,3.3,华北,北京,北京 ,技术产品,电话通信产品,Serrated Blade or Curved Handle Hand Letter Openers,小型包裹,2015/1/4
44199,2016/3/4,胡子武,低级,12,50.69,0.04,火车,-6.33,3.95,2,东北,辽宁,辽阳,办公用品,橡皮筋,Ibico Ibimaster 300 Manual Binding System,打包纸袋,2016/3/8
44224,2014/8/9,胡子武,高级,32,198.7,0.1,火车,-62.13,6.48,2.74,东北,黑龙江,牡丹江,技术产品,电脑配件,Storex DuraTech Recycled Plastic Frosted Binders,小型包裹,2014/8/10
44225,2013/4/3,谢江涛,高级,29,1958.32,0,火车,632.29,62.18,10.84,西南,贵州,六盘水,家具产品,办公装饰品,"Master Big Foot? Doorstop, Beige",中型箱子,2013/4/5
44229,2014/5/14,张坤,中级,39,185.69,0.02,火车,50.16,4.84,0.71,华南,湖北,孝感,办公用品,笔、美术用品,Executive Impressions 12" Wall Clock,打包纸袋,2014/5/14
44231,2013/11/3,高亮平,其它,11,1865.94,0.04,大卡,116.1,160.98,30,华北,内蒙古,巴彦淖尔,家具产品,椅子,Fiskars? Softgrip Scissors,巨型木箱,2013/11/5
44231,2013/11/3,周皓云,其它,43,784.72,0.01,火车,-87.96,17.98,4,东北,吉林,白城,技术产品,电脑配件,Letter Size Cart,小型箱子,2013/11/5
44231,2013/11/3,胡国平,其它,24,2343.076,0.06,火车,311.643,115.99,8.99,华南,海南,三沙,技术产品,电话通信产品,3390,小型箱子,2013/11/4
44256,2015/11/19,胡国平,低级,39,301.36,0.09,火车,48.45,8.01,2.87,华南,河南,安阳,办公用品,纸张,Array? Memo Cubes,打包纸袋,2015/11/28
44256,2015/11/19,胡木,低级,17,114.28,0.08,火车,-38.72,6.48,5.84,华南,海南,三沙,办公用品,纸张,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",小型箱子,2015/11/24
44256,2015/11/19,李善轩,低级,49,1889.04,0.1,空运,182.15,40.97,8.99,华南,广西,钦州,办公用品,笔、美术用品,Accessory39,小型包裹,2015/11/26
44261,2016/3/23,褚红,高级,31,13064.06,0.01,空运,5979.563,420.98,19.99,华南,湖北,孝感,办公用品,夹子及其配件 ,Advantus Map Pennant Flags and Round Head Tacks,小型箱子,2016/3/25
44261,2016/3/23,俞龙丽,高级,34,4771.89,0.05,大卡,-427.99,140.98,36.09,华南,广东,清远,家具产品,书架,"Sony MFD2HD Formatted Diskettes, 10/Pack",巨型纸箱,2016/3/25
44261,2016/3/23,张弛 ,高级,1,3360.3,0.05,大卡,-7961.4309,3502.14,8.73,华北,天津,天津 ,技术产品,办公机器,Deflect-o Glass Clear Studded Chair Mats,巨型纸箱,2016/3/24
44261,2016/3/23,赵名东,高级,10,306.663,0.07,火车,-17.413,35.99,5.99,华南,湖北,孝感,技术产品,电话通信产品,*Staples* Highlighting Markers,打包纸袋,2016/3/26
44290,2014/3/21,胡小鱼,中级,49,508.38,0.06,火车,4.68,10.4,5.4,华东,浙江,台州,家具产品,办公装饰品,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,小型包裹,2014/3/23
44290,2014/3/21,胡小鱼,中级,28,281.09,0.01,火车,-114.58,9.06,9.86,华东,上海,上海,办公用品,纸张,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",小型箱子,2014/3/23
44290,2014/3/21,胡小鱼,中级,41,276.65,0.02,火车,-75.28,6.48,5.87,华南,湖北,孝感,办公用品,纸张,5185,小型箱子,2014/3/23
44292,2015/6/14,贺晓波,其它,1,10.48,0,空运,-3.78,5.18,2.04,华南,湖南,常德,办公用品,纸张,"TOPS Money Receipt Book, Consecutively Numbered in Red,",打包纸袋,2015/6/15
44294,2013/6/3,贺晓波,低级,15,107.86,0.09,空运,-85.29,6.48,9.68,华北,河北,张家口,办公用品,纸张,Xerox 226,小型箱子,2013/6/10
44294,2013/6/3,贺晓波,低级,13,305.6,0.09,大卡,-445.77,20.98,45,华北,内蒙古,巴彦淖尔,办公用品,容器，箱子,Sanford 52201 APSCO Electric Pencil Sharpener,巨型木箱,2013/6/3
44294,2013/6/3,王天华,低级,8,447.0405,0.04,火车,-206.151,65.99,8.99,东北,辽宁,辽阳,技术产品,电话通信产品,GBC DocuBind 200 Manual Binding Machine,小型箱子,2013/6/5
44295,2014/1/23,王天华,中级,47,4524.907,0.07,火车,1464.867,115.99,2.5,西南,西藏,拉萨,技术产品,电话通信产品,"Sauder Forest Hills Library, Woodland Oak Finish",小型箱子,2014/1/25
44320,2013/4/29,王天华,中级,49,7002.08,0.1,火车,-1640.511,154.13,69,华南,广西,钦州,家具产品,桌子,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,大型箱子,2013/4/30
44322,2015/10/12,王天华,其它,15,600.8,0.1,火车,43.55,42.76,6.22,华东,浙江,台州,办公用品,容器，箱子,Accessory41,小型箱子,2015/10/14
44323,2016/8/7,张新,中级,27,21320.58,0.09,大卡,5381.02,810.98,16.06,华东,安徽,黄山,技术产品,办公机器,Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock,巨型木箱,2016/8/9
44325,2013/2/10,张新,中级,44,951.33,0,火车,-60.66,20.28,14.39,华南,广东,清远,家具产品,办公装饰品,Southworth 25% Cotton Linen-Finish Paper & Envelopes,小型箱子,2013/2/12
44352,2013/9/15,张新,其它,25,81.76,0.06,火车,8.53,3.29,1.35,华南,广东,清远,办公用品,橡皮筋,Xerox 229,打包纸袋,2013/9/17
44358,2014/4/1,吴振华,高级,22,5288.89,0,大卡,547.0362,227.55,32.48,华北,内蒙古,巴彦淖尔,家具产品,桌子,Array? Memo Cubes,巨型纸箱,2014/4/3
44359,2014/11/29,周智宇,高级,19,113.2,0.1,火车,24.83,6.08,0.91,东北,辽宁,辽阳,办公用品,笔、美术用品,Xerox 1993,打包纸袋,2014/12/1
44386,2016/4/9,周智宇,中级,27,129.06,0.1,火车,-75.1295,4.91,4.97,华南,广西,钦州,办公用品,夹子及其配件 ,"Tennsco Lockers, Sand",小型箱子,2016/4/11
44386,2016/4/9,周智宇,中级,43,1236.64,0.01,火车,518.81,28.48,1.99,华东,浙江,台州,技术产品,电脑配件,SC-3160,小型包裹,2016/4/11
44387,2013/2/4,崔婕,低级,50,1441.57,0.07,空运,475.26,29.89,1.99,华东,浙江,台州,技术产品,电脑配件,StarTAC 7797,小型包裹,2013/2/9
44387,2013/2/4,王丽霞,低级,20,173.09,0.03,火车,-6.71,8.34,4.82,华东,Jiangsu,连云港,办公用品,纸张,Laminate Occasional Tables,小型箱子,2013/2/8
44390,2014/12/3,林钊,其它,32,3234.1,0.03,火车,2033.5,99.23,8.99,华北,内蒙古,巴彦淖尔,家具产品,办公装饰品,"SAFCO Mobile Desk Side File, Wire Frame",小型包裹,2014/12/5
44391,2013/1/10,林纬凡,其它,16,112.81,0.02,火车,-85.23,6.48,9.17,华北,山西,忻州,办公用品,纸张,Okidata ML591 Wide Format Dot Matrix Printer,小型箱子,2013/1/11
44422,2016/4/13,崔云浩,中级,1,15.72,0,火车,-6.1,10.89,4.5,华北,山西,忻州,办公用品,家用电器,"Career Cubicle Clock, 8 1/4"", Black",小型箱子,2016/4/15
44422,2016/4/13,路广鹏,中级,36,313.83,0.08,火车,56.78,8.69,2.99,华北,山西,忻州,办公用品,夹子及其配件 ,Acco? Hot Clips? Clips to Go,小型箱子,2016/4/15
44422,2016/4/13,程成,中级,11,201.5945,0.04,火车,32.31,20.99,0.99,华北,北京,北京 ,技术产品,电话通信产品,Hon Rectangular Conference Tables,打包纸袋,2016/4/15
44423,2016/7/29,杨国宇,中级,39,248.64,0.08,火车,-69.27,6.28,5.29,华北,内蒙古,巴彦淖尔,家具产品,办公装饰品,Zebra Zazzle Fluorescent Highlighters,小型箱子,2016/7/30
44448,2013/4/13,邱静,中级,28,951.06,0.02,火车,331.27,33.98,1.99,华北,内蒙古,巴彦淖尔,技术产品,电脑配件,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",小型包裹,2013/4/15
44450,2014/10/9,邱静,中级,14,243.23,0.07,火车,35.33,17.48,1.99,华北,河北,张家口,技术产品,电脑配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2014/10/10
44450,2014/10/9,赵江玲,中级,24,1326.51,0.03,火车,58.167,65.99,8.99,华北,内蒙古,巴彦淖尔,技术产品,电话通信产品,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",小型箱子,2014/10/9
44451,2015/9/11,赵江玲,低级,4,12.49,0.08,火车,-13.501,1.98,4.77,华北,山西,忻州,办公用品,夹子及其配件 ,Southworth 25% Cotton Antique Laid Paper & Envelopes,小型箱子,2015/9/15
44451,2015/9/11,冯丽冰,中级,4,103.9,0.07,空运,-19.26,22.98,7.58,华北,山西,忻州,家具产品,办公装饰品,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",小型箱子,2015/9/13
44452,2015/12/9,傅天骄,其它,50,330.27,0.07,火车,-195.57,6.48,7.86,华北,山西,忻州,办公用品,纸张,Xerox 1996,小型箱子,2015/12/11
44480,2014/5/12,肖明,中级,25,1321.55,0.1,火车,448.24,54.96,10.75,华北,内蒙古,巴彦淖尔,办公用品,纸张,Belkin 6 Outlet Metallic Surge Strip,小型箱子,2014/5/14
44486,2016/7/9,肖明,中级,36,198.1,0.09,火车,-66.93,5.78,4.96,华北,内蒙古,巴彦淖尔,办公用品,纸张,"Cardinal Slant-D? Ring Binder, Heavy Gauge Vinyl",小型箱子,2016/7/12
44487,2013/9/11,肖明,中级,4,28.15,0.09,火车,-10.09,6.28,5.29,华北,内蒙古,巴彦淖尔,家具产品,办公装饰品,Accessory21,小型箱子,2013/9/12
44487,2013/9/11,隋作鑫 ,中级,37,558.77,0.03,火车,-92.87,15.14,4.53,华北,山西,忻州,办公用品,容器，箱子,"Eldon? 200 Class? Desk Accessories, Burgundy",小型箱子,2013/9/13
